,住址,傳真機號碼,公司代號,公司名稱,公司簡稱,實收資本額,成立日期,產業別,簽證會計師事務所,股票過戶機構,董事長
247,高雄市小港區中鋼路3號,07-8020805,2208,台灣國際造船股份有限公司,台船,4729917490,19731107,航運業,資誠聯合會計師事務所,富邦綜合證券股份有限公司,鄭文隆
248,苗栗縣三義鄉西湖村伯公坑三十九號之二,(037)874983,2227,裕隆日產汽車股份有限公司,裕日車,3000000000,20031022,汽車工業,勤業眾信聯合會計師事務所,自辦,嚴陳莉蓮
249,(221)新北市汐止區新台五路一段98號19樓,(02)2696-2737,2228,劍麟股份有限公司,劍麟,757802810,19770427,汽車工業,資誠聯合會計師事務所,元大證券股份有限公司,黃正怡
250,彰化縣福興鄉番婆村彰鹿路六段546巷6號,(04)778-2009,2231,為升電裝工業股份有限公司,為升,1228212410,19890109,汽車工業,安侯建業聯合會計師事務所,第一金證券(股)公司股務代理部,尤山泉
251,台中市梧棲區經二路59號,04-26575780,2233,宇隆科技股份有限公司,宇隆,602880890,19871229,汽車工業,安永聯合會計師事務所,中國信託商業銀行代理部,劉俊昌
252,台北市中山區南京東路二段137號14樓,(02)7745-8531,2236,百達精密工業股份有限公司,百達-KY,448267660,20110629,汽車工業,資誠聯合會計師事務所,中國信託商業銀行代理部,吳美德
253,彰化縣彰化市中山路二段349號8樓,04-7287149,2239,開曼英利工業股份有限公司,英利-KY,1180070000,20150116,汽車工業,資誠聯合會計師事務所,永豐金證券股務代理部,林啟彬
254,24447新北市林口區文化一路一段86號2樓,02-26088718,2243,宏旭控股股份有限公司,宏旭-KY,457185290,20150324,汽車工業,資誠聯合會計師事務所,富邦綜合證券股務代理部,林維源
255,台北市內湖區瑞光路392號22樓,(02)8798-2866,2301,光寶科技股份有限公司,光寶科,23508670320,19890317,電腦及週邊設備業,勤業眾信聯合會計師事務所,光寶科技股份有限公司股務室,宋恭源
256,新北市土城區中山路71號,02-28816935,2302,麗正國際科技股份有限公司,麗正,1663028810,19760123,半導體業,安侯建業聯合會計師事務所,國票綜合證券股份有限公司,林怡岑
257,新竹科學園區新竹市力行二路三號,03-5781789,2303,聯華電子股份有限公司,聯電,122223714930,19800522,半導體業,安永聯合會計師事務所,宏遠證券股份有限公司,洪嘉聰
258,新竹市科學工業園區工業東三路六號,(03)5772598,2305,全友電腦股份有限公司,全友,2056608270,19801023,電腦及週邊設備業,安侯建業聯合會計師事務所,群益金鼎證券股份有限公司,許正勳
259,台北市內湖區瑞光路186號,(02)87972351,2308,台達電子工業股份有限公司,台達電,25975433290,19750820,電子零組件業,資誠聯合會計師事務所,中國信託商業銀行股份有限公司,海英俊
260,(105)臺北市南京東路五段99號10樓,(02)26624900,2312,金寶電子工業股份有限公司,金寶,14591252110,19730424,其他電子業,安永聯合會計師事務所,中國信託商業銀行代理部,許勝雄
261,桃園市蘆竹區新莊里大新路814巷91號,(03)3138150,2313,華通電腦股份有限公司,華通,11918205890,19730830,電子零組件業,正風聯合會計師事務所,台新國際商業銀行股務代理部,吳  健
262,新竹市科學園區創新二路一號,03-5770194,2314,台揚科技股份有限公司,台揚,2280283200,19830331,通信網路業,資誠聯合會計師事務所,台新國際商業銀行股務代理部,顏信介
263,高雄市楠梓加工出口區開發路37號,07-3613884,2316,楠梓電子股份有限公司,楠梓電,2030450400,19780502,電子零組件業,勤業眾信聯合會計師事務所,統一綜合證券股份有限公司,徐漢忠
264,新北市土城區自由街2號,(02)2268-6204,2317,鴻海精密工業股份有限公司,鴻海,138629906090,19740220,其他電子業,資誠聯合會計師事務所,福邦證券股份有限公司,劉揚偉
265,新竹市科學園區研發二路23號,(03)5780576,2321,東訊股份有限公司,東訊,3153325900,19800925,通信網路業,資誠聯合會計師事務所,台新國際商業銀行股務代理部,劉兆凱
266,台北市中山區民權西路53號15樓,02-25973270,2323,中環股份有限公司,中環,11588812000,19781202,光電業,資誠聯合會計事務所,凱基證券股份有限公司,翁明顯
267,台北市內湖區瑞光路581號及581之1號,(02)26591566,2324,仁寶電腦工業股份有限公司,仁寶,44071466250,19840601,電腦及週邊設備業,安侯建業聯合會計師事務所,中國信託商業銀行代理部,許勝雄
268,新北市新店區寶橋路233-1號3樓,(02)6628-8882,2327,國巨股份有限公司,國巨,4302570560,19870909,電子零組件業,勤業眾信聯合會計師事務所,元富證券(股)公司,陳泰銘
269,新北市新店區安興路97號,2212-0081,2328,廣宇科技股份有限公司,廣宇,5183462820,19710519,電子零組件業,資誠聯合會計師事務所,福邦證券股份有限公司,盧松發
270,高雄市楠梓加工出口區中三街9號,(07)365-2441,2329,華泰電子股份有限公司,華泰,5573285330,19710612,半導體業,安永聯合會計師事務所(致遠更名),中國信託商業銀行代理部,杜紹堯
271,新竹科學園區力行六路8號,03-5797337,2330,台灣積體電路製造股份有限公司,台積電,259303804580,19870221,半導體業,勤業眾信聯合會計師事務所,中國信託商業銀行 代理部,劉德音
272,台北市內湖區堤頂大道二段239號,(02)2797-9093,2331,精英電腦股份有限公司,精英,5574029680,19870506,電腦及週邊設備業,勤業眾信聯合會計師事務所,群益金鼎證券股份有限公司,林郭文艷
273,台北市內湖區新湖三路289號,02-27900977,2332,友訊科技股份有限公司,友訊,6519961660,19870620,通信網路業,安侯建業會計師事務所,中國信託商業銀行代理部,高聚投資(股)公司
274,新竹科學園區新竹巿力行路16號,02-25638685,2337,旺宏電子股份有限公司,旺宏,18399088620,19891209,半導體業,勤業眾信聯合會計師事務所,旺宏電子(股)公司股務室,吳敏求
275,新竹市科學園區創新一路十一號,(03)578-0752,2338,台灣光罩股份有限公司,光罩,2527136110,19881021,半導體業,資誠聯合會計事務所,中國信託代理部,蔡國智
276,新竹科學園區創新一路8號,03-5783696,2340,光磊科技股份有限公司,光磊,3786228460,19831221,光電業,資誠聯合會計師事務所,台新國際商業銀行股務代理部,王虹東
277,新竹市科學園區研新一路一號,(03)566-5888,2342,台灣茂矽電子股份有限公司,茂矽,1563421610,19870108,半導體業,資誠聯合會計師事務所,台新國際商業銀行股務代理部,唐亦仙
278,台中市大雅區中部科學園區科雅一路8號,(03)5796119,2344,華邦電子股份有限公司,華邦電,39800001930,19870929,半導體業,勤業眾信聯合會計師事務所,華邦電子股份有限公司股務辦事處,焦佑鈞
279,新竹市科學工業園區研新三路一號,(03)5637261,2345,智邦科技股份有限公司,智邦,5580513970,19880209,通信網路業,勤業眾信聯合會計師事務所,元大證券股份有限公司,郭飛龍
280,台北市民生東路3段75號4樓,2505-6934,2347,聯強國際股份有限公司,聯強,16679469680,19880912,電子通路業,資誠聯合會計師事務所,中國信託商業銀行代理部,苗豐強
281,台北市松山區敦化北路260號7樓,02-87128308,2348,海悅國際開發股份有限公司,海悅,869717360,19870812,其他,勤業眾信聯合會計師事務所,群益金鼎證券股份有限公司,黃希文
282,新竹縣湖口鄉光復北路42號,03-5979963,2349,錸德科技股份有限公司,錸德,12841579000,19881229,光電業,安永聯合會計師事務所,台新國際商業銀行股務代理部,葉垂景
283,彰化市大竹里彰南路二段260號,04-7320588,2351,順德工業股份有限公司,順德,1821402490,19671017,半導體業,國富浩華聯合會計師事務所,群益金鼎證券股份有限公司,陳朝雄
284,桃園市龜山區山鶯路157號,03-3593389,2352,佳世達科技股份有限公司,佳世達,19667819580,19840421,電腦及週邊設備業,安侯建業聯合會計師事務所,台新國際商業銀行股務代理部,陳其宏
285,台北市松山區復興北路369號7樓之5,(02)87125519,2353,宏碁股份有限公司,宏碁,30749338280,19760801,電腦及週邊設備業,安侯建業聯合會計師事務所,宏碁股份有限公司股務室,陳俊聖
286,新北市土城區中山路3-2號,22687176,2354,鴻準精密工業股份有限公司,鴻準,14144851920,19900426,其他電子業,資誠聯合會計師事務所,福邦證券股份有限公司,洪誌謙
287,桃園縣蘆竹鄉內厝村3鄰內厝街46號,03-3218064,2355,敬鵬工業股份有限公司,敬鵬,3974954200,19790926,電子零組件業,安侯建業聯合會計師事務所,康和綜合證券股份有限公司,黃維金
288,北市後港街六十六號,28828086,2356,英業達股份有限公司,英業達,35874750660,19750609,電腦及週邊設備業,安侯建業聯合會計師事務所,台新國際商業銀行股務代理部,卓桐華
289,台北市北投區立德路15號,(02)28926140,2357,華碩電腦股份有限公司,華碩,7427602800,19900402,電腦及週邊設備業,資誠聯合會計師事務所,凱基證券(股)公司股務代理部,施崇棠
290,台南市仁德區保安路一段68號,06-2664983,2358,廷鑫興業股份有限公司,廷鑫,946161720,19870501,其他,安侯建業聯合會計師事務所,福邦證券股份有限公司股務代理部,吳福禱
291,台北市內湖區行忠路四十二號6樓,(02)8791-9701,2359,所羅門股份有限公司,所羅門,1714710520,19900507,其他電子業,資誠會計師事務所,統一證券(股)股務代理部,陳政隆
292,桃園市龜山區華亞一路66號,(03)327-8898,2360,致茂電子股份有限公司,致茂,4198211870,19841108,其他電子業,勤業眾信聯合會計師事務所,台新國際商業銀行股務代理部,黃欽明
293,新北市三重區興德路129號,(02)22784795,2362,藍天電腦股份有限公司,藍天,6697630000,19831004,電腦及週邊設備業,資誠聯合會計師事務,中國信託商業銀行代理部,許崑泰
294,新竹市公道五路二段180號,(03)5711479,2363,矽統科技股份有限公司,矽統,5540624770,19870826,半導體業,安永聯合會計師事務所,宏遠證券股份有限公司,簡誠謙
295,臺北市內湖區瑞光路550號11樓,(02)55557777,2364,倫飛電腦實業股份有限公司,倫飛,1959324330,19840227,電腦及週邊設備業,安侯建業聯合會計師事務所,亞東證券股份有限公司股務代理部,高育仁
296,新北市三重區重新路五段492號1-8樓,(02)29956649,2365,昆盈企業股份有限公司,昆盈,2345384960,19831103,電腦及週邊設備業,勤業眾信聯合會計師事務所,兆豐證券股份有限公司股務代理部,卓世坤
297,新北市土城區中山路4巷3號,(02)22685074,2367,燿華電子股份有限公司,燿華,6194071750,19841231,電子零組件業,安侯建業會計師事務所,燿華電子股務室,張元銘
298,桃園市中壢區西園路113號,(03)2506349,2368,金像電子(股)公司,金像電,5464878410,19810905,電子零組件業,勤業眾信聯合會計師事務所,中國信託商業銀行代理部,楊承澤
299,台中市潭子區南二路五之一號,04-25327904,2369,菱生精密工業股份有限公司,菱生,3801023440,19730423,半導體業,勤業眾信聯合會計師事務所,中國信託商業銀行代理部,葉樹泉
300,台北市中山北路3段22號,02-25921813,2371,大同股份有限公司,大同,23395366850,19500411,電機機械,安永聯合會計師事務所,本公司股務處,林郭文艷
301,台北市信義路五段二號十五樓,(02)2345-8061,2373,震旦行股份有限公司,震旦行,2362025180,19630719,其他電子業,勤業眾信聯合會計師事務所,元大證券股份有限公司,袁蕙華
302,新北市新莊區中環路三段200號18樓,(02)8522-9789,2374,佳能企業股份有限公司,佳能,2823628120,19650521,光電業,資誠聯合會計師事務所,中國信託商業銀行代理部,曾明仁
303,新北市汐止區新台五路一段81號13樓,(02)26980386,2375,凱美電機股份有限公司,凱美,1940630970,19780911,電子零組件業,安侯建業聯合會計師事務所,元富證券股份有限公司,翁啟勝
304,新北市新店區寶強路六號,02-89124010,2376,技嘉科技股份有限公司,技嘉,6356888860,19860430,電腦及週邊設備業,資誠聯合會計師事務所,中國信託商業銀行代理部,葉培城
305,新北市中和區立德街69號,(02)22271707,2377,微星科技股份有限公司,微星,8448561990,19860804,電腦及週邊設備業,資誠聯合會計師事務所,中國信託商業銀行代理部,徐祥
306,新竹科學園區創新二路2號,03-5633909,2379,瑞昱半導體股份有限公司,瑞昱,5106848750,19871021,半導體業,資誠聯合會計師事務所,中國信託商業銀行代理部,葉南宏
307,新竹縣新竹科學園區研新一路二十號,03-6662682,2380,虹光精密工業股份有限公司,虹光,1794440840,19910424,電腦及週邊設備業,資誠聯合會計師事務所,永豐金證券股份有限公司,盛少瀾
308,桃園市龜山區文化里文化二路188號,03-3271511,2382,廣達電腦股份有限公司,廣達,38626274320,19880509,電腦及週邊設備業,安侯建業聯合會計師事務所,中國信託商業銀行   代理部,林百里
309,桃園巿觀音區觀音工業區大同一路18號,(03)4837949,2383,台光電子材料股份有限公司,台光電,3197080640,19920324,電子零組件業,安侯建業聯合會計師事務所,亞東證券股份有限公司,董定宇
310,新北市三重區光復路二段69號,02-29958819,2385,群光電子股份有限公司,群光,7394603000,19830222,電子零組件業,資誠聯合會計師事務所,中國信託商業銀行 代理部,許崑泰
311,台中市大雅區昌平路四段475號,04-25683429,2387,精元電腦股份有限公司,精元,1962979520,19910722,電腦及週邊設備業,資誠聯合會計師事務所,群益金鼎證券股份有限公司,蔡火爐
312,新北市新店區中正路535號8樓,8862-22185453,2388,威盛電子股份有限公司,威盛,4933034410,19920921,半導體業,勤業眾信聯合會計師事務所,中國信託商業銀行代理部,陳文琦
313,新北市土城區中華路一段50號3樓,(02)2260-1313,2390,云辰電子開發股份有限公司,云辰,2140216020,19800416,其他電子業,勤業眾信會計師事務所,群益金鼎證券(股)公司股務代理部,張姿玲
314,新北市土城區中山路18號,2268-0738,2392,正崴精密工業股份有限公司,正崴,5123269400,19860714,電子零組件業,資誠聯合會計師事務所,福邦證券股份有限公司,郭台強
315,新北市樹林區中華路6之8號,02-26856895,2393,億光電子工業股份有限公司,億光,4432592860,19830528,光電業,安侯建業聯合會計師事務所,群益金鼎證券(股)公司股務代理部,葉寅夫
316,台北市內湖區瑞光路26巷20弄1號,(02)2794-7301,2395,研華股份有限公司,研華,7004100100,19810907,電腦及週邊設備業,勤業眾信聯合會計師事務所,凱基證券股份有限公司,劉克振
317,新北市汐止區環河街100號,(02)2697-3218,2397,友通資訊股份有限公司,友通,1146888570,19810714,電腦及週邊設備業,勤業眾信聯合會計師事務所,凱基證券 股務代理部,陳其宏
318,新北市新店區民權路108-2號2樓,22181552,2399,映泰股份有限公司,映泰,1781000000,19900829,電腦及週邊設備業,勤業眾信聯合會計師事務所,福邦證券股份有限公司,王明義
319,新竹縣科學工業園區創新一路十九號,03-5786006,2401,凌陽科技股份有限公司,凌陽,5919949190,19900803,半導體業,勤業眾信聯合會計師事務所,中信銀股務代理部,黃洲杰
320,桃園市龜山區華亞二路268號,03-3973536,2402,毅嘉科技股份有限公司,毅嘉,3075365330,19891107,電子零組件業,勤業眾信聯合會計師事務所,台新國際商業銀行股務代理部,黃麗玲
321,台北縣新店市寶高路7巷3號5樓,(02)2910-8765,2404,漢唐集成股份有限公司,漢唐,1905866980,19820913,其他電子業,安侯建業聯合會計師事務所,台新國際商業銀行股務代理部,陳朝水
322,台北市內湖區瑞光路76巷30號,2793-6286,2405,浩鑫股份有限公司,浩鑫,3434273030,19830610,電腦及週邊設備業,勤業眾信會計師事務所,群益金鼎證券股份有限公司,余麗娜
323,新竹縣湖口鄉工業一路3號,03-5984455,2406,國碩科技工業股份有限公司,國碩,2059056890,19970326,光電業,勤業眾信聯合會計師事務所,台新國際商業銀行股務代理部,陳繼明
324,新北市泰山區大科里南林路98號,(02)29080327,2408,南亞科技股份有限公司,南亞科,30739968940,19950304,半導體業,安侯建業聯合會計師事務所,本公司股務組,吳嘉昭
325,新竹市科學園區力行二路一號,03-5643370,2409,友達光電股份有限公司,友達,96242451150,19960812,光電業,安侯建業聯合會計師事務所,台新國際商業銀行股務代理部,彭又又浪
326,台北市信義路一段二十一之三號,(02)33938188,2412,中華電信股份有限公司,中華電,77574465450,19960615,通信網路業,勤業眾信會計師事務所,元大證券股份有限公司股務代理部,謝繼茂
327,台中市工業區27路3號,04-23590129,2413,環隆科技股份有限公司,環科,1273592000,19840218,電子零組件業,安永聯合會計師事務所,統一綜合證券(股)股務代理部,歐正明
328,台北市內湖區新湖二路236號3樓,(02)87919499,2414,精技電腦股份有限公司,精技,1617358460,19790305,電子通路業,安永聯合會計師事務所,凱基證券股份有限公司,葉國筌
329,台北市中正區忠孝西路一段4號8樓,02-23896766,2415,錩新科技股份有限公司,錩新,800000000,19720222,電子零組件業,勤業眾信聯合會計師事務所,富邦綜合證券股份有限公司,丁廣欽
330,新北市中和區建一路135號,02-22211926,2417,圓剛科技股份有限公司,圓剛,1928923300,19900117,電腦及週邊設備業,勤業眾信聯合會計師事務所,富邦綜合證券股份有限公司,郭重松
331,新竹科學工業園區新竹市力行一路1-8號,03-5778856,2419,仲琦科技股份有限公司,仲琦,3289862290,19860324,通信網路業,立本台灣聯合會計師事務所,群益金鼎證券股份有限公司,鄭炎為
332,新北市新店區民權路50號10樓,(02)2915-5765,2420,新巨企業股份有限公司,新巨,1526486880,19830425,電子零組件業,安侯建業會計師事務所,永豐金證券股份有限公司,周進文
333,高雄市前鎮區新衙路296巷30號,07-8122929,2421,建準電機工業股份有限公司,建準,2509297320,19801025,電子零組件業,國富浩華聯合會計師事務所,褔邦證券股份有限公司,洪銀樹
334,新北市土城區中興路7之1號,(02)22681086,2423,固緯電子實業股份有限公司,固緯,1450472890,19750901,其他電子業,安永聯合會計師事務所,台新國際商業銀行股務代理部,林錦章
335,台北市松山區八德路三段32號15樓,(02)2578-7771,2424,隴華電子股份有限公司,隴華,300000000,19730124,電腦及週邊設備業,資誠聯合會計師事務所,元大證券股份有限公司,王光祥
336,新北市新店區民權路48-3號3樓,(02)2913-6622,2425,承啟科技股份有限公司,承啟,1014988310,19861117,電腦及週邊設備業,資誠聯合會計師事務所,福邦證券股份有限公司,高樹榮
337,新竹科學園區苗栗縣竹南鎮科中路15號,(037)582908,2426,鼎元光電科技股份有限公司,鼎元,3006222520,19870404,光電業,勤業眾信聯合會計師事務所,富邦綜合證券股份有限公司,傅佩文
338,北市信義路五段150巷2號4樓之3,02-27222330,2427,三商電腦股份有限公司,三商電,1843144630,19761209,資訊服務業,立本台灣聯合會計師事務所,宏遠證券,陳翔中
339,高雄市三民區民族一路373巷21號,07-5575105,2428,興勤電子工業股份有限公司,興勤,1281127260,19790716,電子零組件業,勤業眾信聯合會計師事務所,統一綜合證券(股)公司股務代理部,陳淑愛
340,桃園市中壢區中壢工業區自強四路九號,(03)4526139,2429,銘旺科技股份有限公司,銘旺科,367362000,19781130,電子零組件業,安候建業聯合會計師事務所,台新國際商業銀行股務代理部,周維昆
341,台北市內湖區堤頂大道一段331號3樓,02-87910868,2430,燦坤實業股份有限公司,燦坤,1664688250,19781102,電子通路業,資誠聯合會計師事務所,元大證券股份有限公司,林技典
342,台北市內湖區南京東路六段501號11樓,2793-5577,2431,聯昌電子企業股份有限公司,聯昌,1109270140,19681223,電子零組件業,資誠聯合會計師事務所,中國信託商業銀行代理部,黃育仁
343,臺北市信義區信義路5段2號12樓,2345-7566,2433,互盛股份有限公司,互盛電,1444960110,19840830,其他電子業,勤業眾信聯合會計師事務所,元大證券股份有限公司,廖慶章
344,台南市新市區中山路76號,06-5991626,2434,統懋半導體股份有限公司,統懋,706021260,19870309,半導體業,安永聯合會計師事務所,統一綜合證券(股)公司股務代理部,謝碧蓮
345,新竹縣科學工業園區工業東九路24號2樓,(03)5679356,2436,偉詮電子股份有限公司,偉詮電,1780099610,19890705,半導體業,勤業眾信聯合會計師事務所,中國信託商業銀行代理部,林錫銘
346,桃園市龜山區舊路里東舊路街118巷11號,03-3508805,2438,翔耀實業股份有限公司,翔耀,952159400,19820114,光電業,國富浩華聯合會計師事務所,元大證券股份有限公司,王智永
347,台中市南屯區寶山里工業區23路22號,04-23505887,2439,美律實業股份有限公司,美律,2086222470,19751224,通信網路業,資誠聯合會計師事務所,凱基證券股份有限公司,廖祿立
348,新竹縣芎林鄉五龍村五和街226號,03-5935635,2440,太空梭高傳真資訊科技(股)公司,太空梭,1391172710,19851016,電子零組件業,誠正聯合會計師事務所,中國信託商業銀行股份有限公司,王玄輝
349,苗栗縣竹南鎮公義路136號,037-628323,2441,超豐電子股份有限公司,超豐,5688459210,19830307,半導體業,勤業眾信聯合會計師事務所,元大證券股份有限公司股務代理部,蔡篤恭
350,台北市114內湖區陽光街300號7樓,(02)5582-1718,2442,新美齊股份有限公司,新美齊,2672103720,19860111,電腦及週邊設備業,安侯建業聯合會計師事務所,中國信託商業銀行代理部,林傳捷
351,新竹縣湖口鄉民生街336號,02-25287698,2443,億麗科技股份有限公司,億麗,1456870000,19960912,其他,勤業眾信聯合會計師事務所,台新國際商業銀行股務代理部,黃明和
352,新竹市科學園區研發二路21號1樓,037-580799,2444,兆勁科技股份有限公司,兆勁,1055575730,19950612,通信網路業,安永聯合會計師事務所,康和綜合證券股份有限公司,紀政孝
353,新竹科學園區新竹市力行路21號,03-5790801,2448,晶元光電股份有限公司,晶電,10887014100,19960919,光電業,資誠聯合會計師事務所,宏遠證券股份有限公司,李秉傑
354,新竹市公道五路二段81號,(03)575-3899,2449,京元電子股份有限公司,京元電子,12227450650,19870528,半導體業,安永聯合會計師事務所,宏遠證券股份有限公司,李金恭
355,新北市新店區中正路531號2樓,02-22183608,2450,神腦國際企業股份有限公司,神腦,2582526570,19790518,通信網路業,勤業眾信聯合會計師事務所,台新國際商業銀行股務代理部,賴勁麟
356,台北市內湖區行忠路70號,02-27921614,2451,創見資訊股份有限公司,創見,4290616750,19890830,半導體業,資誠聯合會計師事務所,中國信託商業銀行,束崇萬
357,台北市峨眉街115號6樓,(02)23880965,2453,凌群電腦股份有限公司,凌群,1000000000,19750717,資訊服務業,勤業眾信聯合會計師事務所,群益金鼎證券股份有限公司,劉瑞復
358,新竹科學工業園區新竹市篤行一路1號,(03)5670511,2454,聯發科技股份有限公司,聯發科,15888502620,19970528,半導體業,安永聯合會計師事務所,中國信託商業銀行股務代理部,蔡明介
359,桃園市平鎮區工業一路16號,03-4192979,2455,全新光電科技股份有限公司,全新,1849059180,19961126,通信網路業,資誠聯合會計師事務所,台新國際商業銀行(股)股務代理部,陳懋常
360,新竹縣湖口鄉德興路301巷29號,(03)599-8576,2456,奇力新電子股份有限公司,奇力新,2553400970,19720830,電子零組件業,勤業眾信聯合會計師事務所,元富證券股份有限公司,陳泰銘
361,桃園市龜山區復興三路568號,(03)3286556,2457,飛宏科技股份有限公司,飛宏,3376884160,19721212,電子零組件業,勤業眾信聯合會計師事務所,中國信託商業銀行代理部,林中民
362,新竹科學工業園區新竹縣創新一路十二號,03-5781623,2458,義隆電子股份有限公司,義隆,3038803920,19940505,半導體業,安侯建業聯合會計師事務所,元富證券股份有限公司,葉儀皓
363,臺北市內湖路1段120巷8號,26597115,2459,敦吉科技股份有限公司,敦吉,1059006150,19800807,電子通路業,安永聯合會計師事務所,兆豐證券股務代理部,鍾正宏
364,高雄市路竹區大同路513巷138號,(07)6962666,2460,建通精密工業股份有限公司,建通,1692000000,19930716,電子零組件業,勤業眾信聯合會計師事務所,永豐金證券股份有限公司,蘇敦禮
365,新竹市科學工業園區力行六路一號,03-5638430,2461,光群雷射科技股份有限公司,光群雷,1593246310,19880429,其他電子業,勤業眾信聯合會計師事務所,福邦證券股份有限公司股務代理部,郭維武
366,(22206)新北市深坑區北深路三段272號,(02)2662-2744,2462,台灣良得電子股份有限公司,良得電,1424845960,19780815,電子零組件業,資誠聯合會計師事務所,統一綜合證券股份有限公司,陳龍水
367,新竹市科學工業園區研發二路3號,(03)5678478,2464,盟立自動化股份有限公司,盟立,1955312260,19890202,其他電子業,勤業眾信聯合會計師事務所,中國信託商業銀行代理部,孫弘
368,新北市中和區建一路166號18樓,02-82265801,2465,麗臺科技股份有限公司,麗臺,535873010,19861024,電腦及週邊設備業,安侯建業聯合會計師事務所,台新國際商業銀行股務代理部,盧崑山
369,新北市中和區建八路2號9樓,(02)8226-2800,2466,冠西電子企業股份有限公司,冠西電,1563342260,19810525,光電業,資誠聯合會計師事務所,中國信託商業銀行代理部,蔡乃成
370,新北市林口區工二工業區工八路2-1號,02-26018825,2467,志聖工業股份有限公司,志聖,1492055480,19780418,電子零組件業,資誠聯合會計師事務所,統一綜合證券股份有限公司,梁茂生
371,台北市內湖區行愛路78巷25號6樓,55551111,2468,華經資訊企業股份有限公司,華經,699612490,19770411,資訊服務業,勤業眾信會計師事務所,凱基證券股份有限公司股務代理部,魏幸雄
372,台北市中山北路2段111號3樓,(02)25516448,2471,資通電腦股份有限公司,資通,472538900,19801203,資訊服務業,資誠聯合會計師事務所,台新國際商業銀行股務代理部,余宏揚
373,台中市大里區國光路一段147號,(04)24181906,2472,立隆電子工業股份有限公司,立隆電,1292198220,19760212,電子零組件業,安永聯合會計師事務所,台新國際商業銀行股務代理部,吳德銓
374,台南市永康區仁愛街398號,06-2547974,2474,可成科技股份有限公司,可成,7703910690,19841123,其他電子業,勤業眾信聯合會計師事務所,中國信託商業銀行代理部,洪水樹
375,桃園市新屋區九斗里8鄰九洲路1號,(03)4778017,2476,鉅祥企業股份有限公司,鉅祥,1849682980,19750201,電子零組件業,致遠聯合會計師事務所,群益金鼎證券(股)公司股務代理部,林於晃
376,桃園市桃園區幸福路99號,03-2703308,2477,美隆工業股份有限公司,美隆電,1982165550,19730115,其他電子業,大中國際聯合會計師事務所,元大證券股份有限公司,吳維忠
377,桃園市蘆竹區山鼻里3鄰南山路二段470巷26號1樓,03-3247410,2478,大毅科技股份有限公司,大毅,1447674890,19891228,電子零組件業,致遠聯合會計師事務所,統一綜合證券股份有限公司,江財寶
378,新竹市東大路二段83號12F之1,03-5422678,2480,敦陽科技股份有限公司,敦陽科,1063602910,19930324,資訊服務業,安永聯合會計師事務所,元大證券(股)公司股務代理部,梁修宗
379,高雄市岡山區岡山北路24號,07-6213129,2481,強茂股份有限公司,強茂,3328149270,19860520,半導體業,安永聯合會計師事務所,元大證券股份有限公司,方敏清
380,新北市土城區自強街15巷1號1樓,2268-6327,2482,連宇股份有限公司,連宇,620725490,19831006,其他電子業,正風聯合會計師事務所,元大證券股份有限公司,羅鋇
381,台中市南屯區工業區25路20號,04-36016658,2483,百容電子股份有限公司,百容,1106188070,19811208,電子零組件業,勤業眾信聯合會計師事務所,永豐金證券股份有限公司,廖本林
382,427台中市潭子區中山路三段111巷1-1號,04-25337396,2484,希華晶體科技股份有限公司,希華,1594210220,19880126,電子零組件業,安永聯合會計師事務所,統一綜合證券股份有限公司,曾穎堂
383,新北市中和區員山路512號7樓,(02)2221-4971,2485,兆赫電子股份有限公司,兆赫,3176890370,19810318,通信網路業,資誠聯合會計師事務所,元大證券股份有限公司,黃啟瑞
384,新北市新莊區五工五路17號,22994529,2486,一詮精密工業股份有限公司,一詮,2019585790,19770818,光電業,資誠聯合會計師事務所,日盛證券股份有限公司,周萬順
385,台南市仁德區中正路三段256號,(06)2492139,2488,漢平電子工業股份有限公司,漢平,799994330,19690401,其他電子業,資誠聯合會計師事務所,中國信託商業銀行代理部,劉深鏗
386,新北市中和區連城路268號17樓,8228-0599,2489,瑞軒科技股份有限公司,瑞軒,8093620450,19940811,光電業,資誠聯合會計師事務所,褔邦證券股份有限公司,吳春發
387,新北市新店區中正路54巷6號,(03)375-0777,2491,吉祥全球實業股份有限公司,吉祥全,820080000,19950414,光電業,基富聯合會計師事務所,凱基證券股份有限公司,陳碧華
388,台北市松智路1號24樓,(03)475-3981,2492,華新科技股份有限公司,華新科,4858000000,19700729,電子零組件業,勤業眾信會計師事務所,華新科技股份有限公司股務辦事處,焦佑衡
389,台北市信義區松德路171號17樓,(02)2726-2227,2493,揚博科技股份有限公司,揚博,1144373900,19801101,電子零組件業,資誠聯合會計師事務所,中國信託商業銀行代理部,蘇勝義
390,新北市中和區中山路三段102號8樓,2226-8456,2495,普安科技股份有限公司,普安,2762907380,19930119,其他電子業,安侯建業聯合會計師事務所,元大證券股份有限公司股務代理部,羅仕東
391,新竹科學園區苗栗縣竹南鎮科中路11號2樓,037-586899,2496,卓越成功股份有限公司,卓越,174594000,19910615,其他,勤業眾信聯合會計師事務所,福邦證券股份有限公司,陳明俊
392,彰化縣伸港鄉溪底村工東一路37號,04-7977271,2497,怡利電子工業股份有限公司,怡利電,1187984630,19830622,汽車工業,安永聯合會計師事務所,元大證券(股)公司股務代理部,陳錫勳
