,住址,傳真機號碼,公司代號,公司名稱,公司簡稱,實收資本額,成立日期,產業別,簽證會計師事務所,股票過戶機構,董事長
143,台中市大雅區科雅路33號2樓,04-25658008,3362,先進光電科技股份有限公司,先進光,1115458800,19861119,光電業,資誠聯合會計師事務所,元富證券股份有限公司,高維亞
144,新竹市科學工業園區展業二路十八號,03-5644732,3363,上詮光纖通信股份有限公司,上詮,905958480,19950614,通信網路業,資誠聯合會計師事務所,台新銀行股務代理部,張立秋
145,高雄市高雄加工出口區南二路一號,07-8159411,3372,台灣典範半導體股份有限公司,典範,1721000000,19980714,半導體業,資誠聯合會計師事務所,元大證券股份有限公司股務代理部,束崇萬
146,新竹科學園區新竹縣工業東九路三號一樓,03-5644170,3373,熱映光電股份有限公司,熱映,432898010,20000628,其他電子業,勤業眾信聯合會計師事務所,兆豐證券股份有限公司股務代理部,周至元
147,(32062)桃園市中壢區吉林路23號9樓,(03)461-5624,3374,精材科技股份有限公司,精材,2713643160,19980911,半導體業,勤業眾信聯合會計師事務所,台新國際商業銀行股份有限公司,陳家湘
148,台北市內湖區瑞光路208號5樓,(02)8751-2098,3379,彬台科技股份有限公司,彬台,380417480,19810407,電機機械,勤業眾信聯合會計師事務所,中國信託商業銀行代理部,洪振攀
149,台北市大安區市民大道4段102號14樓,02-27517979,3388,崇越電通股份有限公司,崇越電,740610000,19940205,電子零組件業,安侯建業會計師事務所,台新國際商業銀行股務代理部,潘振成
150,桃園市龜山區南上路522號,03-2220997,3390,旭軟電子科技股份有限公司,旭軟,675050590,19981012,電子零組件業,致遠聯合會計師事務所,凱基證券(股)公司,林於晃
151,新竹市東華路14號8樓之1,03-5210028,3402,漢科系統科技股份有限公司,漢科,730476920,19900808,其他電子業,勤業眾信聯合會計師事務所,群益金鼎證券股份有限公司,溫永宏
152,桃園市平鎮區平鎮工業區工業六路4號,(03)469-9555,3426,台興電子企業股份有限公司,台興,264000000,19840616,電機機械,勤業眾信聯合會計師事務所,元大證券股份有限公司,林萬興
153,桃園市蘆竹區大興路20巷21弄11號,03-3233355,3434,哲固資訊科技股份有限公司,哲固,227000000,19930505,光電業,資誠聯合會計師事務所,群益證券股份有限公司,簡豊連
154,新竹縣竹北市台元科技園區台元二街1號7樓之1,03-6209598,3438,台灣類比科技股份有限公司,類比科,673797350,19990325,半導體業,資誠聯合會計師事務所,日盛證券股份有限公司,吳錦川
155,南投縣草屯鎮稻香路6-4號,049-2367987,3441,聯一光學工業股份有限公司,聯一光,400399200,19840327,光電業,勤業眾信會計師事務所,福邦證券股份有限公司,陳忠政
156,台中市西屯區台灣大道四段767號5樓之5,(04)23588968,3444,利機企業股份有限公司,利機,391145860,19930507,電子通路業,勤業眾信聯合會計師事務所,永豐金證券股份有限公司,張坤祥
157,新北市中和區連城路268號10樓之1,02-8226-9822,3455,由田新技股份有限公司,由田,614687500,19920523,光電業,安侯建業聯合會計師事務所,元富證券股份有限公司股務代理部,鄒嘉駿
158,台北市萬華區長沙街二段91號2樓之一,02-23122698,3465,進泰電子科技股份有限公司,進泰電子,321603350,19930409,電子零組件業,資誠聯合會計師事務所,兆豐證券股務代理部,邢家蓁
159,新北市三重區興德路123-1號8樓,02-85123086,3466,致振企業股份有限公司,致振,608875730,19820323,通信網路業,安侯建業聯合會計師事務所,元富證券股份有限公司,吳振乾
160,新北市中和區連城路228號7樓,(02)66218551,3479,安勤科技股份有限公司,安勤,701941640,20000719,電腦及週邊設備業,安侯建業聯合會計師事務所,台新國際商業銀行股務代理部,劉琍綺
161,新竹縣竹北市新泰路31號2樓,03-5512039,3483,力致科技股份有限公司,力致,610273600,19971113,電腦及週邊設備業,勤業眾信聯合會計師事務所,中國信託商業銀行代理部,饒振奇
162,桃園市桃園區經國路888號7F之2之3,03-3162166,3484,崧騰企業股份有限公司,崧騰,697365570,19920822,電子零組件業,勤業眾信聯合會計師事務所,中國信託商業銀行代理部,張俊雲
163,桃園市蘆竹區南崁里民權路50號,(03)316-4277,3489,森寶開發股份有限公司,森寶,831306700,19910608,建材營造,資誠聯合會計師事務所,群益金鼎證券(股)公司股務代理部,簡正德
164,新北市土城區中山路77號,02-22686351,3490,單井工業股份有限公司,單井,570064350,19890720,光電業,德昌聯合會計師事務所,永豐金證券股份有限公司,王祥亨
165,基隆市七堵區工建路1號(六堵科技園區),(02)2452-7722,3491,昇達科技股份有限公司,昇達科,607178620,19990907,通信網路業,勤業眾信聯合會計師事務所,群益金鼎證券股份有限公司,陳淑敏
166,251新北市淡水區中正東路二段69號10樓,(02)28097786,3492,長盛科技股份有限公司,長盛,355316000,19940426,電子零組件業,安侯建業聯合會計師事務所,亞東證券股份有限公司,尚元良
167,桃園市大園區溪海里8鄰聖德北路68號,03-3851407,3498,陽程科技股份有限公司,陽程,641730080,19810407,其他電子業,勤業眾信聯合會計師事務所,福邦證券股份有限公司,黃秋逢
168,新北市中和區建一路186號16樓,(02)8226-3899,3499,環天世通科技股份有限公司,環天科,549705960,20000501,通信網路業,勤業眾信聯合會計師事務所,元大證券股務代理部,陳賢哲
169,桃園市楊梅區高山里5鄰高青路26號,03-4641621,3508,位速科技股份有限公司,位速,1022677370,20010904,其他電子業,安侯建業聯合會計師事務所,元大證券股份有限公司,廖世文
170,桃園市桃園區中正路1351號14樓,(03)301-0100,3511,矽瑪科技股份有限公司,矽瑪,799729450,20031215,電子零組件業,安永聯合會計師事務所,福邦證券股份有限公司股務代理部,黃文芳
171,台北市信義區松德路171號16樓之2,(02)2727-1120,3512,皇龍開發股份有限公司,皇龍,710000000,19920608,電子零組件業,安侯建業聯合會計師事務所,台新國際商業銀行股務代理部,陳文宏
172,桃園市八德區白鷺里廣福路858號,033768382,3516,亞帝歐光電股份有限公司,亞帝歐,505902160,19911129,光電業,安永聯合會計師事務所,中國信託商業銀行代理部,廖書尉
173,台北巿內湖區瑞光路 192號4樓之1,02-27970123,3520,振維電子股份有限公司,振維,488467780,19860221,電子零組件業,安侯建業聯合會計師事務所,國票綜合證券(股)公司股務代理部,魏良全
174,新北市中和區建一路186號10樓,82272330,3521,鴻翊國際股份有限公司,鴻翊,467305750,19860307,電腦及週邊設備業,勤業眾信聯合會計師事務所,永豐金證券股份有限公司,林泉湧
175,新北市中和區中山路二段351號2樓之3,2226-5029,3522,御頂國際股份有限公司,御頂,726000000,20010926,觀光事業,國富浩華聯合會計師事務所,群益金鼎證券股份有限公司,李日東
176,台南市安南區本田路二段391號,(06)3841515,3523,迎輝科技股份有限公司,迎輝,880497800,19980115,光電業,安永聯合會計師事務所,台新國際商業銀行股務代理部,唐以鄰
177,台灣省新北市中和區中山路三段102號3樓,02  22250882,3526,凡甲科技股份有限公司,凡甲,652970670,19981106,電子零組件業,勤業眾信會計師事務所,元大證券(股)公司股務代理部,游萬益
178,新竹市埔頂路18號3樓之5之6,03-6100086,3527,聚積科技股份有限公司,聚積,409451250,19990625,半導體業,勤業眾信聯合會計師事務所,元大證券股份有限公司,楊立昌
179,新竹縣竹北市台元一街5號8樓(通訊地址),03-5601169,3529,力旺電子股份有限公司,力旺,758335420,20000902,半導體業,勤業眾信聯合會計師事務所,凱基證券股份有限公司股務代理部,徐清祥
180,台中市南屯區工業24路22號,04-23599692,3531,先益電子工業股份有限公司,先益,611750110,19791011,光電業,安侯建業聯合會計師事務所,永豐金證券股份有限公司,鄧嘉文
181,台北市中山區中山北路2段129號10樓,02-25236363,3537,堡達實業股份有限公司,堡達,486952200,19870814,電子零組件業,安侯建業會計師事務所,華南永昌綜合證券股務代理部,黃德聰
182,台北市內湖區堤頂大道二段185號5樓,02-8797-8055,3540,曜越科技股份有限公司,曜越,666130440,19991130,電腦及週邊設備業,眾智聯合會計師事務所,永豐金證券股份有限公司,林培熙
183,新北市中和區建康路130號6樓之5,02-22269587,3541,西柏科技股份有限公司,西柏,493210870,19910123,其他電子業,富鋒聯合會計師事務所,日盛證券股份有限公司,蔡正義
184,新北市中和區建八路2號17樓之8,02-82269918,3546,宇峻奧汀科技股份有限公司,宇峻,417479170,19950519,文化創意業,勤業眾信會計師事務所,群益金鼎證券股份有限公司,劉信
185,新北市新莊區五工五路十三號,02-22901260,3548,兆利科技工業股份有限公司,兆利,601213980,20040707,電子零組件業,安侯建業聯合會計師事務所,永豐金證券(股)公司股務代理部,劉光華
186,新竹縣湖口鄉仁政路18號,035986415,3551,世禾科技股份有限公司,世禾,567748900,19970623,其他電子業,勤業眾信聯合會計師事務所,台新國際商業銀行股務代理部,陳學聖
187,桃園市蘆竹區南青路1156巷9號,(03)322-6281,3552,同致電子企業股份有限公司,同致,855929490,19791207,其他電子業,資誠聯合會計師事務所,中國信託商業銀行股份有限公司,陳信忠
188,新北市中和區連城路258號4樓之7,02-8227-2067,3555,重鵬生技股份有限公司,重鵬,355500000,20030925,半導體業,資誠聯合會計師事務所,康和綜合證券股份有限公司,周康記
189,台北市內湖區瑞光路302號11樓,(02)2797-8808,3556,禾瑞亞科技股份有限公司,禾瑞亞,594686750,20020912,半導體業,安侯建業,中國信託商業銀行代理部,唐錦榮
190,桃園市龜山區復興三路500號,03-3962222,3558,神準科技股份有限公司,神準,490608810,20061012,通信網路業,資誠聯合會計師事務所,富邦綜合證券股份有限公司,蔡文河
191,(22183)新北市汐止區大同路二段133號9樓,(02)86926655,3564,其陽科技股份有限公司,其陽,591231000,20001024,通信網路業,勤業眾信會計師事務所,群益金鼎證券股份有限公司,李昌鴻
192,新竹縣竹北市新泰路35號4樓之1,03-6565732,3567,逸昌科技股份有限公司,逸昌,341270000,20000907,半導體業,勤業眾信聯合會計師事務所,日盛證券股份有限公司股務代理部,郭嘯華
193,新北市板橋區縣民大道二段68號6樓,(02)8964-6667,3570,大塚資訊科技股份有限公司,大塚,170970000,19970804,資訊服務業,安侯建業聯合會計師事務所,永豐金證券股份有限公司,鶴見裕信
194,新竹縣湖口鄉光復北路111號(新竹工業區),03-5973733,3577,泓格科技股份有限公司,泓格,528641770,19930806,電腦及週邊設備業,資誠聯合會計師事務所,台新國際商業銀行股務代理部,葉&#24316;&#24312;
195,桃園市蘆竹區長興里厚生路51號6樓,(03)2126202,3580,友威科技股份有限公司,友威科,394706570,20021104,其他電子業,勤業眾信聯合會計師事務所,中國信託商業銀行代理部,李原吉
196,(304)新竹縣新豐鄉精工路53號,03-5577766,3581,博磊科技股份有限公司,博磊,510060000,19990409,半導體業,日正聯合會計師事務所,富邦綜合證券股份有限公司,李篤誠
197,新竹縣竹北市台元街26-2號1F,03-5630777,3587,閎康科技股份有限公司,閎康,623131570,20020514,其他電子業,勤業眾信聯合會計師事務所,富邦綜合證券股份有限公司,謝詠芬
198,新北市中和區中正路700號10樓,02-82269398,3594,磐儀科技股份有限公司,磐儀,642275020,19931019,電腦及週邊設備業,資誠聯合會計師事務所,福邦證券股份有限公司股務代理部,李明
199,台中市南屯區工業區19路10號,04-23581828,3597,映興電子股份有限公司,映興,351461500,19861129,電子零組件業,資誠聯合會計師事務所,華南永昌綜合證券股份有限公司,賴柄源
200,台中市南屯區精科七路20號,04-35009327,3609,東林科技股份有限公司,東林,303393870,20020422,電子零組件業,資誠聯合會計師事務所,宏遠證券股份有限公司,高明仁
201,新北市新店區民權路95號9樓,02-22185678,3611,鼎翰科技股份有限公司,鼎翰,424769400,20070319,電腦及週邊設備業,勤業眾信聯合會計師事務所,中國信託商業銀行代理部,王秀亭
202,新竹縣湖口鄉光復北路10號,03-5978070,3615,安可光電股份有限公司,安可,684669760,20070928,光電業,安永聯合會計師事務所,台新國際商業銀行股務代理部,葉垂景
203,桃園巿龜山區華亞三路50號6樓之1,03-397-8855,3623,富晶通科技股份有限公司,富晶通,292095710,20001127,光電業,資誠聯合會計師事務所,凱基證券股份有限公司,翁明顯
204,新竹縣湖口鄉光復北路70號,035972935,3624,光頡科技股份有限公司,光頡,1173408420,19971001,電子零組件業,資誠聯合會計師事務所,宏遠證券股份有限公司,蔡高明
205,新北市新莊區中正路665號5樓,(02)29047699,3625,西勝國際股份有限公司,西勝,820960020,19960523,電腦及週邊設備業,勤業眾信聯合會計師事務所,兆豐證券股份有限公司股務代理部,黃宗偉
206,新北市新店區寶高路7巷3號1樓,02-29148126,3628,盈正豫順電子股份有限公司,盈正,450000000,19980427,其他電子業,資誠聯合會計師事務所,富邦綜合證券股務代理部,許文
207,台北市信義區松德路74號6樓,02-27470976,3629,地心引力股份有限公司,地心引力,322024550,20010911,光電業,安侯建業聯合會計師事務所,群益金鼎證券(股)公司股務代理部,陳寬聰
208,台中市外埔區甲東路37號,04-26864015,3630,新鉅科技股份有限公司,新鉅科,1849138480,19990830,光電業,安侯建業聯合會計師事務所,元大證券股份有限公司,鄭勝全
209,桃園市龜山區鄉萬壽路一段161號18樓之1,(02)8200-3193,3631,晟楠科技股份有限公司,晟楠,799209090,19840410,電子零組件業,國富浩華聯合會計師事務所,永豐金證券(股)公司股務代理部,林朝榮
210,臺北市內湖區港墘路200號4樓,02-87511323,3632,研勤科技股份有限公司,研勤,580897380,20010910,通信網路業,勤業眾信聯合會計師事務所,台新國際商業銀行股務代理部,簡良益
211,台北市內湖區新湖三路196號3樓,(02)2267-8154,3642,駿熠電子科技股份有限公司,駿熠電,343686420,19890919,其他電子業,大師聯合會計師事務所,康和綜合證券(股)公司股務代理部,廖忠雄
212,台北市內湖區堤頂大道二段301號5樓,26589166,3646,艾恩特精密工業股份有限公司,艾恩特,392973710,19990311,電子零組件業,勤業眾信聯合會計師事務所,永豐金證券股份有限公司,陳明仁
213,新北市新店區寶橋路235巷136號5樓,(02)29113818,3652,精聯電子股份有限公司,精聯,470975000,20080115,電腦及週邊設備業,安永聯合會計師事務所,台新國際商業銀行股務代理部,葉國筌
214,高雄市路竹區路科八路1號 ( 通訊地址 ),07-6955205,3663,鑫科材料科技股份有限公司,鑫科,734980570,20000329,其他電子業,勤業眾信聯合會計師事務所,凱基證券股份有限公司股務代理部,黃重嘉
215,"190 Elgin Avenue, George Town, Grand Cayman  KY1-9005",1-4082408754,3664,安瑞科技股份有限公司,安瑞-KY,510983320,20081219,通信網路業,勤業眾信,中國信託商業銀行代理部,沈以峰
216,(30078)新竹科學工業園區新竹市力行六路一號三樓,03-5776680,3666,光耀科技股份有限公司,光耀,482996000,20040713,光電業,勤業眾信聯合會計師事務所,宏遠證券股份有限公司,郭維斌
217,新北市汐止區新台五路一段79號18F-6,02-26989662,3672,康聯訊科技股份有限公司,康聯訊,326683750,19981006,通信網路業,勤業眾信聯合會計師事務所,群益金鼎證券股份有限公司,陳友信
218,新北市深坑區北深路三段155巷17號6樓,(02)2662-0033,3675,德微科技股份有限公司,德微,444282500,19950816,半導體業,勤業眾信聯合會計師事務所,凱基證券股份有限公司,張恩傑
219,新北市土城區中央路4段2號9樓之5,02-2269-1943,3680,家登精密工業股份有限公司,家登,740605820,19980320,半導體業,勤業眾信會計師事務所,凱基證券股份有限公司,邱銘乾
220,23145新北市新店區寶橋路233-2號8F,(02)2910-6546,3684,榮昌科技股份有限公司,榮昌,245915360,19950612,通信網路業,資誠聯合會計師事務所,台新國際商業銀行股務代理,陳家榮
221,台中市西屯區朝富路213號4樓之7,04-22593685,3685,元創精密車業股份有限公司,元創精密,799900000,19830927,光電業,安侯建業聯合會計師事務所,宏遠證券股份有限公司,江凱量
222,台北市南港區三重路19-2號D棟7樓之1,02-26550051,3687,茂為歐買尬數位科技股份有限公司,歐買尬,300595720,19991018,文化創意業,勤業眾信聯合會計師事務所,台新國際商業銀行股務代理部,林雪慧
223,桃園市蘆竹區內溪路68巷13號2樓,03-3246611,3689,湧德電子股份有限公司,湧德,696758070,20050318,電子零組件業,勤業眾信聯合會計師事務所,台新國際商業銀行股務代理部,陳伯榕
224,新竹縣湖口鄉工業一路3號1樓,03-5978258,3691,碩禾電子材料股份有限公司,碩禾,636750360,20030711,光電業,勤業眾信聯合會計師事務所,兆豐證券股份有限公司股務代理部,陳繼明
225,(338)桃園市蘆竹區大興路20巷19弄9號,(03)313-8377,3693,營邦企業股份有限公司,營邦,384906940,19960503,電腦及週邊設備業,勤業眾信會計師事務所,元大證券股份有限公司,梁順營
226,新竹市東區埔頂路18號9F-3 德安科技大樓,035776289,3707,漢磊先進投資控股股份有限公司,漢磊,2960365970,20141001,半導體業,資誠聯合會計師事務所,凱基證券股份有限公司,徐建華
227,台北市內湖區堤頂大道2段489號8樓,02-5568-7001,3709,鑫聯大投資控股股份有限公司,鑫聯大投控,795694500,20170901,電腦及週邊設備業,資誠聯合會計師事務所,群益金鼎證券股份有限公司,黃偉祥
228,新北市新店區寶興路45巷9弄2號3樓,02-29156703,3710,連展投資控股股份有限公司,連展投控,2072907210,20171229,電子零組件業,資誠聯合會計師事務所,統一綜合證券股份有限公司,林肇聰
229,新竹縣竹北市復興二路193號3樓之一,03-6580981,3713,新晶投資控股股份有限公司,新晶投控,780900000,20200227,光電業,勤業眾信聯合會計師事務所,富邦證券股份有限公司,資三德
230,台中市大甲區日南里幼獅路59、61號,04-26821007,4102,永日化學工業股份有限公司,永日,423734430,19780608,生技醫療業,資誠聯合會計師事務所,元大證券股份有限公司,李其澧
231,台北市南港區園區街3-1號3樓,2652-5982,4105,台灣東洋藥品工業股份有限公司,東洋,2486499590,19600722,生技醫療業,安侯建業聯合會計師事務所,群益金鼎證券股份有限公司,林全
232,台北市104中山區長安東路一段23號5樓之6,(02)25710213,4107,邦特生物科技股份有限公司,邦特,692983360,19911113,生技醫療業,安侯建業聯合會計師事務所,統一綜合證券股份有限公司,蔡宗禮
233,高雄市三民區九如一路61號3樓,07-3952823,4109,加捷生醫股份有限公司,加捷生醫,689366810,19950506,生技醫療業,資誠聯合會計師事務所,元大證券股份有限公司,金智宏投資有限公司
234,新竹縣湖口鄉實踐路3號,(03)5982855,4111,濟生醫藥生技股份有限公司,濟生,569829850,19621006,生技醫療業,安永聯合會計師事務所,元大證券股份有限公司,蘇東茂
235,高雄市左營區富國路185號17樓之2,07-5575133,4113,聯上實業股份有限公司,聯上,2111381370,19980211,建材營造,廣信益群聯合會計師事務所,元大證券股份有限公司,蘇永義
236,台北市內湖區內湖路1段396號11樓,(02)8797-2746,4114,健喬信元醫藥生技股份有限公司,健喬,2441685260,19700825,生技醫療業,勤業眾信聯合會計師事務所,元大證券股份有限公司,林智暉
237,台北市內湖區洲子街46號7樓,02-87975189,4116,明基三豐醫療器材股份有限公司,明基醫,445660000,19890321,生技醫療業,安侯建業聯合會計師事務所,中國信託商業銀行股份有限公司,陳其宏
238,台北市大安區復興南路一段368號7樓,27024324,4120,友華生技醫藥股份有限公司,友華,867471190,19820616,生技醫療業,勤業眾信聯合會計師事務所,康和綜合證券股份有限公司,蔡正弘
239,北市內湖區港墘路189號12樓,(02)26597666,4121,優盛醫學科技股份有限公司,優盛,733167640,19881102,生技醫療業,安侯建業聯合會計師事務所,元大證券股份有限公司股務代理部,劉志平
240,台北市南港區園區街3之2號7樓,26558380,4123,晟德大藥廠股份有限公司,晟德,4213230570,19591104,生技醫療業,富鋒聯合會計師事務所,群益金鼎證券股務代理部,林榮錦
241,苗栗縣銅鑼鄉自強路19號,02-28978282,4126,太平洋醫材股份有限公司,太醫,660152160,19770806,生技醫療業,勤業眾信聯合會計師事務所,福邦證券股份有限公司,鍾安婷
242,新北市汐止區大同路一段147號9樓,02-26475179,4127,天良生物科技企業股份有限公司,天良,457600000,19710422,生技醫療業,正風聯合會計師事務所,台新國際商業銀行股務代理部,沈錫聰
243,台北市南港區園區街3號14樓之1,02-26558559,4128,中天生物科技股份有限公司,中天,4253426500,20000503,生技醫療業,勤業眾信聯合會計師事務所,兆豐證券股份有限公司,黃山內
244,新竹市科學工業園區園區二路57號,(03)577-7156,4129,聯合骨科器材股份有限公司,聯合,904208470,19930305,生技醫療業,安永聯合會計師事務所,日盛證券股份有限公司,林延生
245,新竹縣湖口鄉新竹工業區工業一路一號,03-5982804,4130,健亞生物科技股份有限公司,健亞,1058149000,19930324,生技醫療業,資誠聯合會計師事務所,群益金鼎證券股份有限公司,陳正
246,台中市太平區大里工業區工業19路6號四樓,037-585586,4131,晶宇生物科技實業股份有限公司,晶宇,482919340,19981022,生技醫療業,安永聯合會計師事務所,富邦證券股份有限公司,楊文通
247,新北市中和區中正路872號4樓之1,(02)2221-6394,4138,曜亞國際股份有限公司,曜亞,300000000,20031009,生技醫療業,安侯建業聯合會計師事務所,統一綜合證券(股)公司,傅輝東
248,"3rd Floor, Harbour Centre, PO BOX 613, George Town",(07)555-4035,4139,馬光保健控股股份有限公司,馬光-KY,419624370,20090714,生技醫療業,安永聯合會計師事務所,日盛證券股份有限公司,黃章益
249,台北市內湖區瑞光路607號3樓,(02)26586058,4147,中裕新藥股份有限公司,中裕,2521980000,20070905,生技醫療業,勤業眾信聯合會計師事務所,元富證券股份有限公司,張念原
250,台北市南港區園區街3號11樓之1,26557079,4152,台灣微脂體股份有限公司,台微體,741889340,19971110,生技醫療業,資誠聯合會計師事務所,永豐金證券股份有限公司,洪基隆
251,新北市中和區中山路2段351號9樓,(02)22262423,4153,鈺緯科技開發股份有限公司,鈺緯,743665740,19950411,生技醫療業,勤業眾信聯合會計師事務所,富邦綜合證券股份有限公司,陳國森
252,"Intertrust Corporate Services (Cayman) Limited, 190 Elgin Av",65-6746-7333,4154,康樂股份有限公司,康樂-KY,243260000,20100809,生技醫療業,建昇財稅聯合會計師事務所,中國信託商業銀行代理部,蘇聰儒
253,中華民國台灣台北市內湖區新明路138號7樓,0227963606,4157,太景醫藥研發控股股份有限公司,太景*-KY,20910281,20050915,生技醫療業,勤業眾信聯合會計師事務所,永豐金證券股份有限公司,黃國龍
254,台北市內湖區新湖一路36巷28號6樓,(02)2793-8009,4160,創源生物科技股份有限公司,創源,242470160,20081121,生技醫療業,安永聯合會計師事務所,中國信託商業銀行(股)公司代理部,張漢東
255,350苗栗縣竹南鎮公館里中華南路188號,037-620997,4161,聿新生物科技股份有限公司,聿新科,526597360,19990601,生技醫療業,資誠聯合會計師事務所,群益金鼎證券股份有限公司,楊金昌
256,台北市民生東路3段10號11樓,02-25157558,4162,智擎生技製藥股份有限公司,智擎,1466668400,20020812,生技醫療業,資誠聯合會計師事務所,元大證券股份有限公司,孫致中
257,台中市南屯區文山里精科路9號,04-23503906,4163,鐿鈦科技股份有限公司,鐿鈦,402417870,20041021,生技醫療業,勤業眾信聯合會計師事務所,台新國際商業銀行(股)公司,蔡永芳
258,350新竹科學工業園區苗栗縣竹南鎮科中路29號,037-580200,4167,展旺生命科技股份有限公司,展旺,2679982110,20040130,生技醫療業,資誠聯合會計師事務所,宏遠證券股份有限公司股務代理部,漢友財務管理顧問股份有限公司代表人李香雲
259,新北市汐止區新台五路一段97號8樓,(02)2697-1168,4168,台灣醣聯生技醫藥股份有限公司,醣聯,819109560,20010201,生技醫療業,資誠聯合會計師事務所,福邦證券股份有限公司股務代理部,張東玄
260,407台中市西屯區中部科學園區科園二路19號,04-24638255,4171,瑞基海洋生物科技股份有限公司,瑞基,405900000,20041112,農業科技,安侯建業聯合會計師事務所,富邦綜合證券股務代理部,劉正忠
261,新北市中和區中正路872號7樓之1,(02)2222-6171,4173,久裕企業股份有限公司,久裕,445743550,19800602,生技醫療業,安侯建業聯合會計師事務所,統一綜合證券(股)公司,傅輝東
262,(11503)台北市南港區園區街3號19樓,(02)2655-8798,4174,台灣浩鼎生技股份有限公司,浩鼎,1881286740,20020429,生技醫療業,資誠聯合會計師事務所,元富證券股份有限公司,張念慈
263,(33375)桃園市龜山區復興一路94號1、2樓,(03)3285892,4175,杏一醫療用品股份有限公司,杏一,316123750,19920507,生技醫療業,勤業眾信聯合會計師事務所,富邦綜合證券股份有限公司,陳麗如
264,(30077)新竹科學園區新竹縣研發三路8號,03-6686866,4183,福永生物科技股份有限公司,福永生技,238000000,20021022,生技醫療業,勤業眾信聯合會計師事務所,台新國際商業銀行股務代理部,郭鳳琳
265,台北市復興北路167號3樓,02-27152181,4188,安克生醫股份有限公司,安克,532214000,20081226,生技醫療業,安永聯合會計師事務所,福邦證券股份有限公司,李成家
266,宜蘭縣冬山鄉中山村中山路84號,(02)2763-3307,4192,杏國新藥股份有限公司,杏國,973670000,20080626,生技醫療業,國富浩華聯合會計師事務所,永豐金證券股務代理部,李志文
267,台北市內湖區新湖一路85號7樓,(02)8792-1898,4198,環瑞醫投資控股股份有限公司,環瑞醫,655400000,20130107,生技醫療業,資誠聯合會計師事務所,中國信託商業銀行代理部,李沛霖
268,高雄市大樹區龍目路110-6號,07-6518667,4205,中華食品實業股份有限公司,中華食,807018420,19800508,食品工業,資誠聯合會計師事務所,統一綜合證券股份有限公司,陳民權
269,桃園市蘆竹區南崁路265號5樓,03-3222493,4207,環泰企業股份有限公司,環泰,1729288320,19840725,食品工業,勤業眾信聯合會計師事務所,亞東證券股份有限公司,康永明
270,台南市學甲區華宗路121號,06-7821514,4303,信立化學工業股份有限公司,信立,700000000,19730612,塑膠工業,資誠會計師事務所,日盛證券股份有限公司股務代理部,林敬隆
271,台北市內湖區港漧路221巷33號8樓,26571375,4304,勝昱科技股份有限公司,勝昱,360380650,19821203,塑膠工業,立本台灣聯合會計師事務所,元大證券股份有限公司,林國瑞
272,台南市麻豆區麻口里麻豆口32-26號,06-5701213,4305,世坤塑膠股份有限公司,世坤,550140000,19861007,塑膠工業,資誠聯合會計師事務所,群益金鼎證券股份有限公司,林璋賦
273,新北市板橋區三民路二段31號19樓,2954-1028,4401,東隆興業股份有限公司,東隆興,1202862860,19610814,紡織纖維,大師聯合會計師事務所,中國信託商業銀行代理部,游志成
274,台中市梧棲區四維中路157巷一號一樓,04-26391759,4402,福大材料科技股份有限公司,福大,459918300,19700403,紡織纖維,卓群聯合會計師事務所,福邦證券股份有限公司,楊燈霖
275,台北市長安西路289號10樓之4,2550-4492,4406,新昕纖維股份有限公司,新昕纖,519120000,19800429,紡織纖維,安侯建業聯合會計師事務所,群益金鼎證券股份有限公司,莊育霖
276,台北市中山區南京東路二段二號六樓,(02)25637236,4413,飛寶企業股份有限公司,飛寶企業,313146890,19871030,紡織纖維,廣信益群聯合會計師事務所,台新國際商業銀行股務代理部,林資益
277,(104)台北市南京東路二段96號8樓,(02)2561-3994,4416,三圓建設股份有限公司,三圓,600156120,19791230,建材營造,集智聯合會計師事務所,元大證券股份有限公司,王光祥
278,屏東縣新園鄉港西村興安路12號,(07)535-2936,4417,金洲海洋科技股份有限公司,金洲,839713990,19731224,紡織纖維,勤業眾信聯合會計師事務所,凱基證券股份有限公司,陳加仁
279,彰化縣北斗鎮拓農路199號,04-8871815,4419,元勝國際實業股份有限公司,元勝,355789170,19910907,紡織纖維,立本台灣聯合會計師事務所,群益金鼎證券股務代理部,啟基投資股份有限公司
280,台北市內湖區瑞光路607號7樓,(02)8797-8898,4420,光明絲織廠股份有限公司,光明,404550000,19660622,紡織纖維,安侯建業聯合會計師事務所,福邦證券股份有限公司,詹正田
281,桃園市觀音區樹林里工業六路3號,(03) 483-8520,4429,聚紡股份有限公司,聚紡,343500000,19990108,紡織纖維,資誠聯合會計師事務所,台新國際商業銀行股務代理部,陳國欽
282,彰化縣和美鎮彰美路六段334號,04-7556903,4430,耀億工業股份有限公司,耀億,562736090,19731123,其他,資誠會計師事務所,凱基證券股份有限公司,王昭仁
283,新北市五股區中興路一段6號9樓之5,(02)8976-9431,4432,銘旺實業股份有限公司,銘旺實,505890000,19860215,紡織纖維,資誠聯合會計師事務所,永豐金證券股務代理部,陳盈璇
284,新北市新莊區五權二路10號1樓,02-22989888,4433,興采實業股份有限公司,興采,461800550,19890314,紡織纖維,資誠聯合會計師事務所,凱基證券股份有限公司,陳國欽
